Unnamed: 0,words,left,top,width,height,page,center_x,center_y,prop_height,prop_width,is_error,word_key
606,the,531,1172,61,24,2,561.5,1184.0,0.0166435506241331,0.0321052631578947,0,fd6b6344-1a73-4644-b0bc-abc60e868bfe
607,Lowell,618,1172,127,24,2,681.5,1184.0,0.0166435506241331,0.0668421052631579,0,fc5357a3-ed43-45b2-9394-a15b22856e22
608,Observatory,771,1172,240,29,2,891.0,1186.5,0.0201109570041608,0.1263157894736842,0,eb388cf6-e505-41b9-aa66-c059981dafde
609,after,1036,1173,105,23,2,1088.5,1184.5,0.0159500693481276,0.0552631578947368,0,b838f19d-6b82-4ab3-a528-6de3cf14ed22
610,Slipher,1168,1171,149,31,2,1242.5,1186.5,0.0214979195561719,0.0784210526315789,0,f24164bd-eb74-422f-b986-4bb36805ef29
611,had,1343,1172,65,24,2,1375.5,1184.0,0.0166435506241331,0.0342105263157894,0,5a33cfda-67aa-4238-a221-4e04d1d2bd2e
612,been,1430,1172,88,24,2,1474.0,1184.0,0.0166435506241331,0.0463157894736842,0,cb8b7193-2dda-4338-b6a7-c251ee431851
613,impressed,1544,1171,194,31,2,1641.0,1186.5,0.0214979195561719,0.1021052631578947,0,f3cd59ef-4729-4eaa-9e8e-97eb8a4ee6f1
614,by,1760,1172,43,29,2,1781.5,1186.5,0.0201109570041608,0.0226315789473684,0,35807f3a-06c3-4841-9e05-722d6f2fa7e5
615,a,1828,1179,19,17,2,1837.5,1187.5,0.0117891816920943,0.01,0,2edd340a-2110-4241-8153-5dda81791c9e
616,sample,3,1262,127,30,2,66.5,1277.0,0.0208044382801664,0.0668421052631579,0,d2255fe3-a144-4a65-bf35-7d1eadc333ea
617,of,156,1263,39,23,2,175.5,1274.5,0.0159500693481276,0.0205263157894736,0,10477a7a-4c4a-4656-bc6b-0a712b9c64fc
618,his,221,1261,63,25,2,252.5,1273.5,0.0173370319001386,0.0331578947368421,0,3d49cc30-6f2f-4be2-9f46-9603dc01a7a7
619,astronomical,310,1261,259,25,2,439.5,1273.5,0.0173370319001386,0.1363157894736842,0,0c467ddb-ac0e-4826-aef1-0d654689765e
620,drawings.,595,1261,189,31,2,689.5,1276.5,0.0214979195561719,0.0994736842105263,0,3bf0742f-c7ed-43e1-9e4a-a92dce373e61
621,Tombaugh's,816,1262,216,30,2,924.0,1277.0,0.0208044382801664,0.1136842105263157,0,ef0f6f93-a09f-4383-9b88-444754c96f8b
622,task,1059,1262,84,24,2,1101.0,1274.0,0.0166435506241331,0.0442105263157894,0,db89b35c-40b8-461e-86bc-99dea830be63
623,was,1166,1268,64,18,2,1198.0,1277.0,0.0124826629680998,0.0336842105263157,0,a4ab9cf5-db01-4225-839c-3c592491f75b
624,to,1257,1265,39,21,2,1276.5,1275.5,0.0145631067961165,0.0205263157894736,0,04d16a7e-2601-4dbd-97b6-b3a38916bd1a
625,systematically,1323,1261,304,30,2,1475.0,1276.0,0.0208044382801664,0.16,0,64790243-4d5a-4a52-9d8e-e01e8ee896a0
626,image,1654,1261,104,31,2,1706.0,1276.5,0.0214979195561719,0.0547368421052631,0,d33b3cea-2abe-46e5-8e5a-1d56ba9696ad
627,the,1785,1262,61,24,2,1815.5,1274.0,0.0166435506241331,0.0321052631578947,0,f23611f9-d691-4441-83a7-f95b11472aac
628,night,1,1351,107,31,2,54.5,1366.5,0.0214979195561719,0.0563157894736842,0,010edc99-a816-4b99-9097-900c5fbfde7e
629,sky,135,1352,62,29,2,166.0,1366.5,0.0201109570041608,0.0326315789473684,0,fcb9d0bf-aaa0-43b9-a807-8b5fe92ebc99
630,in,224,1351,40,25,2,244.0,1363.5,0.0173370319001386,0.0210526315789473,0,6507f1df-9d2a-4a62-aeae-b051719578e0
631,pairs,286,1351,108,31,2,340.0,1366.5,0.0214979195561719,0.0568421052631578,0,a0515df1-1343-4eff-bff9-0e539b0db6e7
632,of,420,1353,39,23,2,439.5,1364.5,0.0159500693481276,0.0205263157894736,0,57883401-0956-406f-b00b-3c57f07cd78b
633,"photographs,",484,1352,256,30,2,612.0,1367.0,0.0208044382801664,0.1347368421052631,0,1c408b44-45a9-44ad-8a3e-16df8fd1a578
634,then,773,1352,85,24,2,815.5,1364.0,0.0166435506241331,0.0447368421052631,0,6c0a42e4-98ef-4c74-a073-a984d72c8ad9
635,examine,882,1351,150,25,2,957.0,1363.5,0.0173370319001386,0.0789473684210526,0,189ff24e-61ed-4be7-a614-57eea49c74a5
636,each,1058,1352,86,24,2,1101.0,1364.0,0.0166435506241331,0.0452631578947368,0,ecc58624-1dd4-4c55-a5e8-c3b05814d27c
637,pair,1166,1351,85,31,2,1208.5,1366.5,0.0214979195561719,0.0447368421052631,0,fa2464a5-a8a1-4420-8a0c-a04a4381580a
638,and,1278,1352,64,24,2,1310.0,1364.0,0.0166435506241331,0.0336842105263157,0,10aa9050-824d-407f-acf0-6f6e4075d182
639,determine,1365,1351,195,25,2,1462.5,1363.5,0.0173370319001386,0.1026315789473684,0,72b38b5f-1d68-49f7-b12b-cd0868d5951f
640,whether,1584,1352,151,24,2,1659.5,1364.0,0.0166435506241331,0.0794736842105263,0,c4992fc8-2ed1-4e2e-bfd5-64b76e11653f
641,any,1762,1359,63,22,2,1793.5,1370.0,0.015256588072122,0.0331578947368421,0,f4594b66-8bd0-494c-abe2-aea902b79be0
642,objects,2,0,150,31,3,77.0,15.5,0.0214979195561719,0.0789473684210526,0,655426a2-0753-4c0c-b221-148f455132f2
643,had,177,1,65,24,3,209.5,13.0,0.0166435506241331,0.0342105263157894,0,9de6be60-8171-4223-b0e7-27854d28ad1f
644,shifted,267,0,151,25,3,342.5,12.5,0.0173370319001386,0.0794736842105263,0,50b9bd14-0030-4c8c-a21c-ed439cf3d836
645,position.,440,0,190,31,3,535.0,15.5,0.0214979195561719,0.1,0,dcc2c145-a1cd-426c-be6d-b6475a353868
646,Using,660,0,110,31,3,715.0,15.5,0.0214979195561719,0.0578947368421052,0,56b75faa-d8a2-4c4b-a0f2-aeaef95004e0
647,a,794,8,19,17,3,803.5,16.5,0.0117891816920943,0.01,0,35f85e54-aa98-45ee-94c2-8d0f6c4c8057
648,blink,836,0,109,25,3,890.5,12.5,0.0173370319001386,0.0573684210526315,0,e2f6ab52-eb1f-4c7b-898c-6328a3fac966
649,"comparator,",970,4,232,27,3,1086.0,17.5,0.0187239944521497,0.1221052631578947,0,bc2caba1-91a2-4cd4-b13a-4c98b5889ce7
650,he,1233,1,41,24,3,1253.5,13.0,0.0166435506241331,0.021578947368421,0,91b590a2-1ba4-4a60-8382-33fc154fe5f0
651,rapidly,1300,0,151,31,3,1375.5,15.5,0.0214979195561719,0.0794736842105263,0,f6f3f0cf-0f97-48cc-81c0-3f763dcd8d36
652,shifted,1477,0,151,25,3,1552.5,12.5,0.0173370319001386,0.0794736842105263,0,dcc6c66a-6223-4a8e-95c5-a7ddf664bb29
