Unnamed: 0,words,left,top,width,height,page,center_x,center_y,prop_height,prop_width,is_error,word_key
31,became,616,181,130,24,0,681.0,193.0,0.0166435506241331,0.0684210526315789,0,384d97bf-ea58-4bf8-936c-88065e907e05
32,the,773,181,61,24,0,803.5,193.0,0.0166435506241331,0.0321052631578947,0,de4adb10-222c-4365-9cfa-97cf58696f48
33,world,858,181,110,24,0,913.0,193.0,0.0166435506241331,0.0578947368421052,0,3f9a83bd-3cd2-4edd-8e93-677426dfc541
34,No.,990,184,58,21,0,1019.0,194.5,0.0145631067961165,0.0305263157894736,0,39c70bcf-4ebd-4e84-a16f-bd0c3c9acb71
35,1,1081,184,16,21,0,1089.0,194.5,0.0145631067961165,0.0084210526315789,0,d39da84b-3118-40bb-8787-a55b02724c7a
36,for,1125,182,60,23,0,1155.0,193.5,0.0159500693481276,0.031578947368421,0,563eab03-8583-4dc8-a1be-4cdede09b461
37,the,1213,181,61,24,0,1243.5,193.0,0.0166435506241331,0.0321052631578947,0,18cff72f-eb07-4b92-95fd-eec4df704087
38,first,1301,180,105,25,0,1353.5,192.5,0.0173370319001386,0.0552631578947368,0,d877259c-d8ae-4083-bec0-be7c26776821
39,time,1433,180,83,25,0,1474.5,192.5,0.0173370319001386,0.0436842105263157,0,b2b0db4c-a48b-4b61-93d9-1e11e31c9877
40,on,1542,188,42,17,0,1563.0,196.5,0.0117891816920943,0.0221052631578947,0,2ee244aa-9b5f-41ae-946b-46a6488a1c14
41,July,1608,181,85,29,0,1650.5,195.5,0.0201109570041608,0.0447368421052631,0,869f42e3-ba8e-4689-a3ac-baed6647e840
42,"8,",1719,184,33,25,0,1735.5,196.5,0.0173370319001386,0.0173684210526315,0,e689a656-9cfa-4f17-97a7-0d0557a62483
43,"2002,",1784,184,100,25,0,1834.0,196.5,0.0173370319001386,0.0526315789473684,0,575b7648-6604-4174-aeb7-9fdebfdc55bd
44,and,2,271,64,24,0,34.0,283.0,0.0166435506241331,0.0336842105263157,0,6ce0cc22-8738-4604-a545-7003f403fccf
45,achieved,90,270,174,25,0,177.0,282.5,0.0173370319001386,0.091578947368421,0,3ccf2f93-9ce2-4e86-9e02-0cca4bb9d4cc
46,this,289,270,83,25,0,330.5,282.5,0.0173370319001386,0.0436842105263157,0,10cf7dff-5dc6-459b-8e31-ad54f59bc327
47,ranking,398,270,152,31,0,474.0,285.5,0.0214979195561719,0.08,0,65157414-b012-46a2-b362-7bbeda69588e
48,for,575,272,60,23,0,605.0,283.5,0.0159500693481276,0.031578947368421,0,3f25d8f7-ea86-469c-ae43-ed8516d44e3d
49,the,663,271,61,24,0,693.5,283.0,0.0166435506241331,0.0321052631578947,0,73ad6ce1-0130-4a34-81ca-ea3546663966
50,sixth,751,270,107,25,0,804.5,282.5,0.0173370319001386,0.0563157894736842,0,0ac5d4e2-f198-45a2-a093-ad00fea7ba6e
51,time,883,270,83,25,0,924.5,282.5,0.0173370319001386,0.0436842105263157,0,6d021f77-6052-4b1f-80de-b9a2c4743956
52,on,992,278,42,17,0,1013.0,286.5,0.0117891816920943,0.0221052631578947,0,a169ae01-3a8a-48a1-98ae-ebe9bd01f40e
53,February,1058,271,173,29,0,1144.5,285.5,0.0201109570041608,0.0910526315789473,0,172b2eb9-bc54-4099-807b-46938ce81f5c
54,"18,",1257,274,55,25,0,1284.5,286.5,0.0173370319001386,0.0289473684210526,0,58e6f476-8292-4d50-9b89-e4fa901b0e20
55,2013.,1344,274,100,21,0,1394.0,284.5,0.0145631067961165,0.0526315789473684,0,3b7ecd6d-d40e-43fa-a4c2-29061627c69f
56,Williams,1474,270,174,25,0,1561.0,282.5,0.0173370319001386,0.091578947368421,0,2e962348-9059-4f32-bd73-8005411e19e4
57,has,1673,271,63,24,0,1704.5,283.0,0.0166435506241331,0.0331578947368421,0,d0d52f07-72b4-4f4a-8708-18a5de124c7c
58,spent,1763,274,105,27,0,1815.5,287.5,0.0187239944521497,0.0552631578947368,0,879d05db-d8b6-4da2-8484-87e3e5a7c9ca
59,256,2,364,61,21,0,32.5,374.5,0.0145631067961165,0.0321052631578947,0,e012f292-297a-4b7f-a0b1-c2aa105e9360
60,weeks,88,361,108,24,0,142.0,373.0,0.0166435506241331,0.0568421052631578,0,236c461c-9522-4ba4-ac17-9bfe544b9eae
61,overall,222,361,149,24,0,296.5,373.0,0.0166435506241331,0.0784210526315789,0,ee741c7b-4287-4278-a718-892261a0987c
62,as,398,367,40,18,0,418.0,376.0,0.0124826629680998,0.0210526315789473,0,ff24a244-06aa-4f57-8f03-f950a4d1d397
63,the,465,361,61,24,0,495.5,373.0,0.0166435506241331,0.0321052631578947,0,c83ea7cd-8e63-4654-afe2-abd1f6a6fe45
64,WTA,550,364,66,21,0,583.0,374.5,0.0145631067961165,0.0347368421052631,0,c70b03ea-4633-45fb-87aa-eaa9671f0ae5
65,ranked,640,361,130,24,0,705.0,373.0,0.0166435506241331,0.0684210526315789,0,69c1a8b1-1c5e-4835-8c63-65bb62a21037
66,No.,792,364,58,21,0,821.0,374.5,0.0145631067961165,0.0305263157894736,0,8a9f813c-749c-40ce-95fd-03e53841478c
67,1,883,364,16,21,0,891.0,374.5,0.0145631067961165,0.0084210526315789,0,b6681336-a974-4948-a230-2e761c05779d
68,as,926,367,40,18,0,946.0,376.0,0.0124826629680998,0.0210526315789473,0,1a2192c3-450c-4cc4-a13d-8ecc900ad562
69,of,992,362,39,23,0,1011.5,373.5,0.0159500693481276,0.0205263157894736,0,5b4dcab8-544e-49cd-a48f-a59ad304e7af
70,August,1056,364,130,27,0,1121.0,377.5,0.0187239944521497,0.0684210526315789,0,98c5b790-6a62-411b-b529-7875615d4d43
71,"30,",1214,364,54,25,0,1241.0,376.5,0.0173370319001386,0.0284210526315789,0,5d0c8702-d8e0-4416-b99f-192ef4f93493
72,"2015,",1300,364,100,25,0,1350.0,376.5,0.0173370319001386,0.0526315789473684,0,2bed863d-559b-4148-8eb0-c9aaee4e4dbc
73,placing,1430,360,154,31,0,1507.0,375.5,0.0214979195561719,0.0810526315789473,0,41f2adc7-2013-4159-bffe-7be04234a669
74,her,1607,361,62,24,0,1638.0,373.0,0.0166435506241331,0.0326315789473684,0,e783f6e7-8971-4da5-98cd-43f894938b88
75,4th,1696,361,64,24,0,1728.0,373.0,0.0166435506241331,0.0336842105263157,0,f07a5ae1-2a71-4d78-80c0-36d99bcf5975
76,on,1784,368,42,17,0,1805.0,376.5,0.0117891816920943,0.0221052631578947,0,a533d7a8-5913-4bfc-ae4c-35edcfa85dd0
77,the,3,451,61,24,0,33.5,463.0,0.0166435506241331,0.0321052631578947,0,347e89cc-0ebe-4845-ae5d-1fa361d6a8d6
78,List,90,450,84,25,0,132.0,462.5,0.0173370319001386,0.0442105263157894,0,7a6c27dd-ad55-45bf-abcf-92a690692d6e
79,of,200,452,39,23,0,219.5,463.5,0.0159500693481276,0.0205263157894736,0,f55d9e68-306f-4a1a-8940-dd6fc9f28497
80,WTA,264,454,66,21,0,297.0,464.5,0.0145631067961165,0.0347368421052631,0,a4856503-bcb8-4f45-86b0-8fff8e093c72
81,number,353,451,128,24,0,417.0,463.0,0.0166435506241331,0.0673684210526315,0,93703d2c-9147-48d8-ad2c-0f2b8fbd99d5
82,1,509,454,16,21,0,517.0,464.5,0.0145631067961165,0.0084210526315789,0,c48a1f35-69f2-4ebe-975c-e34ef8d03b9e
83,ranked,552,451,130,24,0,617.0,463.0,0.0166435506241331,0.0684210526315789,0,9f649676-9758-4af0-8c28-39b72c795b27
84,players.,704,451,168,30,0,788.0,466.0,0.0208044382801664,0.0884210526315789,0,1af17d91-2092-48dc-a777-2c5e0b379e81
85,Williams,902,450,174,25,0,989.0,462.5,0.0173370319001386,0.091578947368421,0,5f7bda6a-f106-4a61-b76e-50c1bfb67e21
86,is,1104,450,38,25,0,1123.0,462.5,0.0173370319001386,0.02,0,44741920-1055-4934-916e-9029e111db0e
87,regarded,1168,451,174,30,0,1255.0,466.0,0.0208044382801664,0.091578947368421,0,6ec6dbea-8291-471f-9437-f38431928899
88,by,1364,451,43,29,0,1385.5,465.5,0.0201109570041608,0.0226315789473684,0,b6f4b55e-fdb8-4583-b21f-9332644d505e
89,some,1433,457,83,18,0,1474.5,466.0,0.0124826629680998,0.0436842105263157,0,baed32eb-2e71-4030-aef7-4d576b22cf82
90,"commentators,",1542,454,276,25,0,1680.0,466.5,0.0173370319001386,0.1452631578947368,0,703187ce-a5d6-40b1-84ba-6ca0c4701f7c
91,sports,3,544,127,27,0,66.5,557.5,0.0187239944521497,0.0668421052631579,0,e7140624-1d74-4943-828b-f7db978a849a
92,"writers,",154,540,168,29,0,238.0,554.5,0.0201109570041608,0.0884210526315789,0,2ca20f47-48c2-4021-9450-f6ca2de2b7ba
93,and,354,541,64,24,0,386.0,553.0,0.0166435506241331,0.0336842105263157,0,c8447952-5a2a-49e1-a1e2-22ac481cf0c3
94,current,442,544,150,21,0,517.0,554.5,0.0145631067961165,0.0789473684210526,0,3572f533-f6e5-4684-a804-e459c5171f61
95,and,618,541,64,24,0,650.0,553.0,0.0166435506241331,0.0336842105263157,0,f0d3f42a-5e4f-4c4a-be01-804d28f1ba49
96,former,707,542,126,23,0,770.0,553.5,0.0159500693481276,0.0663157894736842,0,cf7a32d2-e2bb-4b5d-ac3a-1941bf058120
97,players,858,541,152,30,0,934.0,556.0,0.0208044382801664,0.08,0,5e065940-8b02-44aa-8c7f-ebddf484c9b7
98,as,1036,547,40,18,0,1056.0,556.0,0.0124826629680998,0.0210526315789473,0,823a7aff-df01-4ee0-a6ec-aae502375319
99,the,1103,541,61,24,0,1133.5,553.0,0.0166435506241331,0.0321052631578947,0,d15fb459-3012-4e1f-b748-324ae33c580c
100,greatest,1190,544,172,27,0,1276.0,557.5,0.0187239944521497,0.0905263157894736,0,e1fac3c5-9ae0-4e09-80d1-b90283f4479f
101,female,1389,541,127,24,0,1452.5,553.0,0.0166435506241331,0.0668421052631579,0,406882fc-074f-46b4-b080-601975954423
102,tennis,1543,540,127,25,0,1606.5,552.5,0.0173370319001386,0.0668421052631579,0,f2a3364f-02f8-4de0-a39e-209691742fa8
103,players,1694,541,152,30,0,1770.0,556.0,0.0208044382801664,0.08,0,bdb66d12-e778-4b96-89b1-072de71158be
104,of,2,632,39,23,0,21.5,643.5,0.0159500693481276,0.0205263157894736,0,f37d9853-5feb-47c4-988d-b0d932c47287
105,all,68,631,61,24,0,98.5,643.0,0.0166435506241331,0.0321052631578947,0,91d9793f-ebec-4b7f-845c-fca9eccb4415
106,time.,157,630,99,25,0,206.5,642.5,0.0173370319001386,0.0521052631578947,0,aa379149-3253-4abc-b6af-5050d676231c
107,Williams,286,630,174,25,0,373.0,642.5,0.0173370319001386,0.091578947368421,0,c99cee05-8468-473d-b220-49cec6a5b235
108,holds,485,631,107,24,0,538.5,643.0,0.0166435506241331,0.0563157894736842,0,362117b5-344f-4fbc-93f2-a78d487057d9
109,the,619,631,61,24,0,649.5,643.0,0.0166435506241331,0.0321052631578947,0,54d9d7cb-f15a-448b-8f9f-8ed627047a17
110,most,704,634,86,21,0,747.0,644.5,0.0145631067961165,0.0452631578947368,0,d4b1666f-fff7-449d-8ae3-5930d6416652
111,major,814,630,107,31,0,867.5,645.5,0.0214979195561719,0.0563157894736842,0,65135c6d-cffa-4187-8f4f-ff4d0f752a28
112,"singles,",949,630,165,31,0,1031.5,645.5,0.0214979195561719,0.0868421052631579,0,f87ede35-1b0e-4d05-bde1-a33723a26b5f
113,"doubles,",1145,631,167,28,0,1228.5,645.0,0.0194174757281553,0.0878947368421052,0,819189e6-09f3-4b0b-a182-fe38bd56a26f
114,and,1344,631,64,24,0,1376.0,643.0,0.0166435506241331,0.0336842105263157,0,5cc1fd31-fb02-4275-b61a-f8ac25921617
115,mixed,1430,630,110,25,0,1485.0,642.5,0.0173370319001386,0.0578947368421052,0,711d67a8-c934-4fb9-9945-9ed9190aaad5
116,doubles,1563,631,151,24,0,1638.5,643.0,0.0166435506241331,0.0794736842105263,0,970288da-c86a-4967-9e3d-ea6fe9cc514d
117,titles,1741,630,127,25,0,1804.5,642.5,0.0173370319001386,0.0668421052631579,0,85f3a79f-44ac-493a-8807-02f67fa7bf52
118,combined,2,721,174,25,0,89.0,733.5,0.0173370319001386,0.091578947368421,0,80cabb1a-175e-49e0-a253-187803e56017
119,amongst,200,725,150,27,0,275.0,738.5,0.0187239944521497,0.0789473684210526,0,00428f20-293f-4469-9227-bc334be01d87
120,active,376,721,128,25,0,440.0,733.5,0.0173370319001386,0.0673684210526315,0,d3daf4df-0f44-4593-95c4-55b2bdfcd6df
121,"players,",528,722,168,30,0,612.0,737.0,0.0208044382801664,0.0884210526315789,0,e906f552-305c-4d9f-ae7f-855a2967b3df
122,male,726,722,86,24,0,769.0,734.0,0.0166435506241331,0.0452631578947368,0,d6f0fedd-be1f-45ba-bf36-35af4ea0a36c
123,or,838,729,39,17,0,857.5,737.5,0.0117891816920943,0.0205263157894736,0,2a359ca9-8c59-4623-945b-df7d234f68b5
124,female.,905,722,143,24,0,976.5,734.0,0.0166435506241331,0.0752631578947368,0,62b7e02f-bb47-4bc9-a2ff-821dd66837b6
125,Her,1079,725,62,21,0,1110.0,735.5,0.0145631067961165,0.0326315789473684,0,9d8bf4c9-07e2-4bc3-9253-8d9d236fd83a
126,record,1168,722,130,24,0,1233.0,734.0,0.0166435506241331,0.0684210526315789,0,8a1543fc-c190-4f6f-abd5-199c31821193
127,of,1322,723,39,23,0,1341.5,734.5,0.0159500693481276,0.0205263157894736,0,c855551b-fdfb-471c-9660-1ff2a35677da
128,36,1390,725,37,21,0,1408.5,735.5,0.0145631067961165,0.0194736842105263,0,628a23d1-e47d-4527-ad5d-f21dda8d6a51
129,major,1452,721,107,31,0,1505.5,736.5,0.0214979195561719,0.0563157894736842,0,98b70bd3-9b3b-495d-8020-eee3840b36ce
130,titles,1587,721,127,25,0,1650.5,733.5,0.0173370319001386,0.0668421052631579,0,f5fcc0a0-8881-4b20-abde-82049a5c395f
131,puts,1738,725,86,27,0,1781.0,738.5,0.0187239944521497,0.0452631578947368,0,b41cc11f-26ad-4403-a53c-39c2bf9195a0
132,her,1,812,62,24,0,32.0,824.0,0.0166435506241331,0.0326315789473684,0,d9efd7d8-06e3-429a-a2c3-fb1c095c4427
133,fifth,91,811,107,25,0,144.5,823.5,0.0173370319001386,0.0563157894736842,0,4f8e6c07-b966-46b0-b148-4de0c0064f43
134,on,222,819,42,17,0,243.0,827.5,0.0117891816920943,0.0221052631578947,0,a438d7e4-efa7-4d35-941a-fba947d1abc5
135,the,289,812,61,24,0,319.5,824.0,0.0166435506241331,0.0321052631578947,0,7e42061c-df2e-4dff-97c7-5fa9436c1a69
136,all-time,376,811,172,25,0,462.0,823.5,0.0173370319001386,0.0905263157894736,0,52c7cd29-fa63-4406-859f-eebca229b701
137,list,575,811,83,25,0,616.5,823.5,0.0173370319001386,0.0436842105263157,0,88042e9d-7e4b-4284-8ac5-b9390d2472bb
138,and,684,812,64,24,0,716.0,824.0,0.0166435506241331,0.0336842105263157,0,d56217d5-653e-4090-8a7a-494ce3af2981
139,second,773,812,129,24,0,837.5,824.0,0.0166435506241331,0.0678947368421052,0,72109a81-1df2-4d09-be38-f10d2ed70f54
140,in,928,811,40,25,0,948.0,823.5,0.0173370319001386,0.0210526315789473,0,7cb1b5fe-61c1-4c00-b807-35324fdcdf91
141,the,993,812,61,24,0,1023.5,824.0,0.0166435506241331,0.0321052631578947,0,54d54fdd-7d58-4a19-9be7-418b5d5bdb7b
142,open,1080,819,86,23,0,1123.0,830.5,0.0159500693481276,0.0452631578947368,0,fff8f04f-5f59-4270-aa00-3803bfddf9c7
143,era,1190,819,63,17,0,1221.5,827.5,0.0117891816920943,0.0331578947368421,0,a1c56600-df01-416e-98c3-07aeb301e447
144,with:,1276,811,102,25,0,1327.0,823.5,0.0173370319001386,0.0536842105263157,0,b4b3ca7f-8596-4c0d-ab38-dd707ce531fc
145,21,1410,815,39,21,0,1429.5,825.5,0.0145631067961165,0.0205263157894736,0,e63813da-9f8c-44c0-adb7-946f69d697b9
146,in,1478,811,40,25,0,1498.0,823.5,0.0173370319001386,0.0210526315789473,0,8e56107a-8d92-4314-81b4-13540036555e
147,"singles,",1543,811,165,31,0,1625.5,826.5,0.0214979195561719,0.0868421052631579,0,c25b329a-cb8f-4923-9626-ef2db3fc1266
148,13,1741,815,38,21,0,1760.0,825.5,0.0145631067961165,0.02,0,4dc970f8-2514-4fe6-ad8f-d5f50a7e7ec1
149,in,1808,811,40,25,0,1828.0,823.5,0.0173370319001386,0.0210526315789473,0,ed78f3c5-701b-4b40-bde9-06954f04bfa4
150,women's,0,905,152,21,0,76.0,915.5,0.0145631067961165,0.08,0,37693cd8-cd89-4179-91b5-54a776b3b60c
151,"doubles,",177,902,167,28,0,260.5,916.0,0.0194174757281553,0.0878947368421052,0,c98021b9-261b-4965-aac6-096b3404600b
152,and,376,902,64,24,0,408.0,914.0,0.0166435506241331,0.0336842105263157,0,20e9d9e7-9fb4-46ea-85c1-27085c09c71a
153,two,465,905,61,21,0,495.5,915.5,0.0145631067961165,0.0321052631578947,0,d99d0737-787c-434a-a232-3033fb9b9d4d
154,in,554,901,40,25,0,574.0,913.5,0.0173370319001386,0.0210526315789473,0,36181dbf-adc6-430d-816a-572022f0f88f
155,mixed,616,901,110,25,0,671.0,913.5,0.0173370319001386,0.0578947368421052,0,2f718fc2-6f02-403f-9865-6483944fcbfb
156,doubles.,749,902,167,24,0,832.5,914.0,0.0166435506241331,0.0878947368421052,0,50f10e46-2c01-4826-941a-b28d970d6307
157,She,948,902,62,24,0,979.0,914.0,0.0166435506241331,0.0326315789473684,0,0312713f-449c-408c-b4e7-2bf706ba7bd4
158,is,1038,901,38,25,0,1057.0,913.5,0.0173370319001386,0.02,0,5a38a0bf-f3a8-4181-8535-53c8ca67bdb4
159,the,1103,902,61,24,0,1133.5,914.0,0.0166435506241331,0.0321052631578947,0,46c571b9-adc0-42d6-a0b5-27d4036c5979
160,most,1188,905,86,21,0,1231.0,915.5,0.0145631067961165,0.0452631578947368,0,3cf83c07-16e3-4d9b-bff2-defac5fd4c56
161,recent,1300,905,128,21,0,1364.0,915.5,0.0145631067961165,0.0673684210526315,0,d81fb754-be2e-4563-80a2-b703c535fe78
162,"player,",1452,902,146,30,0,1525.0,917.0,0.0208044382801664,0.0768421052631578,0,81e537cd-5fa0-441e-ae46-1d2c9d472597
163,male,1628,902,86,24,0,1671.0,914.0,0.0166435506241331,0.0452631578947368,0,f401d966-6e2a-45a1-9d8e-6a72b006596b
164,or,1740,909,39,17,0,1759.5,917.5,0.0117891816920943,0.0205263157894736,0,714a253d-f792-4a7c-a1c9-6909c1027115
165,"female,",3,992,143,28,0,74.5,1006.0,0.0194174757281553,0.0752631578947368,0,d907714c-ac6b-4f5a-b95c-92ac80233273
166,to,179,995,39,21,0,198.5,1005.5,0.0145631067961165,0.0205263157894736,0,b9e04026-a17e-426e-a4c3-894c33f4a449
167,have,243,992,85,24,0,285.5,1004.0,0.0166435506241331,0.0447368421052631,0,75ecf1e1-b74e-4bd8-b78a-f372ae50097a
168,held,353,992,87,24,0,396.5,1004.0,0.0166435506241331,0.0457894736842105,0,eb98fdba-7b4f-468c-942b-661d409a2edd
169,all,464,992,61,24,0,494.5,1004.0,0.0166435506241331,0.0321052631578947,0,d39728ec-7e00-43a0-af5d-5f26a3a551c3
170,four,553,993,82,23,0,594.0,1004.5,0.0159500693481276,0.0431578947368421,0,2e06e317-4aba-4a0f-a253-bcbaecd0fc88
171,major,660,991,107,31,0,713.5,1006.5,0.0214979195561719,0.0563157894736842,0,dffab448-a175-447f-a73b-7e9c4b5e29e3
172,singles,795,991,149,31,0,869.5,1006.5,0.0214979195561719,0.0784210526315789,0,29e0b195-f053-4579-8701-6b643a4d94c7
173,titles,971,991,127,25,0,1034.5,1003.5,0.0173370319001386,0.0668421052631579,0,dd9f9e27-3370-46d6-b1a5-896ce78db131
174,simultaneously,1125,991,304,30,0,1277.0,1006.0,0.0208044382801664,0.16,0,be51608b-546b-479d-8826-cf6aa3cbc7eb
175,(2002-03,1462,992,163,27,0,1543.5,1005.5,0.0187239944521497,0.0857894736842105,0,7e0f1c81-6331-4983-a0bf-2d4f6c955a8f
176,and,1652,992,64,24,0,1684.0,1004.0,0.0166435506241331,0.0336842105263157,0,c22eea52-a453-4bea-9cb0-5af841788df9
177,"2014-15),",2,1082,188,28,0,96.0,1096.0,0.0194174757281553,0.0989473684210526,0,c8615df8-23e7-464b-b5de-aa2afaa48d48
178,the,223,1082,61,24,0,253.5,1094.0,0.0166435506241331,0.0321052631578947,0,c36a9852-8a53-4830-a404-2c12c3a0d210
179,fifth,311,1081,107,25,0,364.5,1093.5,0.0173370319001386,0.0563157894736842,0,0a19f0f8-6a76-4f78-8e19-fa2b1db03b3e
180,woman,440,1089,110,17,0,495.0,1097.5,0.0117891816920943,0.0578947368421052,0,c32a6e45-b8e6-408e-8f2e-4d9c4518b25d
181,ever,574,1089,83,17,0,615.5,1097.5,0.0117891816920943,0.0436842105263157,0,c3405a9e-09cf-4e7d-95a9-25831d1f7935
182,to,685,1085,39,21,0,704.5,1095.5,0.0145631067961165,0.0205263157894736,0,b0cb61ea-be24-4213-b7d6-c46eef85902e
183,do,749,1082,41,24,0,769.5,1094.0,0.0166435506241331,0.021578947368421,0,1070c697-9574-43b2-8575-7889b448ad1b
184,so,817,1088,39,18,0,836.5,1097.0,0.0124826629680998,0.0205263157894736,0,ec178488-dd0d-4340-9655-f2dc7c9f7506
185,and,882,1082,64,24,0,914.0,1094.0,0.0166435506241331,0.0336842105263157,0,6dc55a3b-a6ff-4a4c-a50e-fa1f5a348a58
186,only,970,1082,85,29,0,1012.5,1096.5,0.0201109570041608,0.0447368421052631,0,52c84572-647c-452d-8804-605231ddd0ab
187,the,1081,1082,61,24,0,1111.5,1094.0,0.0166435506241331,0.0321052631578947,0,0b1df50b-0762-4139-b229-19f75912e9f3
188,third,1169,1081,107,25,0,1222.5,1093.5,0.0173370319001386,0.0563157894736842,0,b0ab1c63-c060-4c71-883e-859d7a66d168
189,"player,",1298,1082,146,30,0,1371.0,1097.0,0.0208044382801664,0.0768421052631578,0,041e7317-e945-4a68-afa5-caeda91be5fb
190,male,1474,1082,86,24,0,1517.0,1094.0,0.0166435506241331,0.0452631578947368,0,61c90003-d8e4-4f4c-baff-9eb5b72c9f46
191,or,1586,1089,39,17,0,1605.5,1097.5,0.0117891816920943,0.0205263157894736,0,c7a44a79-d349-4ea7-b083-c5620887214f
192,"female,",1653,1082,143,28,0,1724.5,1096.0,0.0194174757281553,0.0752631578947368,0,2a03596a-87f1-4e51-9674-0430339d330a
193,to,1829,1085,39,21,0,1848.5,1095.5,0.0145631067961165,0.0205263157894736,0,7cf525b2-9c2e-4b20-bac7-a4dba839a288
194,achieve,2,1171,150,25,0,77.0,1183.5,0.0173370319001386,0.0789473684210526,0,354cf113-866f-4cd0-acef-b3597a5382bd
195,this,179,1171,83,25,0,220.5,1183.5,0.0173370319001386,0.0436842105263157,0,add9f0ad-a613-4131-926a-682406edb679
196,record,288,1172,130,24,0,353.0,1184.0,0.0166435506241331,0.0684210526315789,0,0ae26ad4-773a-47df-a541-87566343a1a3
