Unnamed: 0,words,left,top,width,height,page,center_x,center_y,prop_height,prop_width,is_error,word_key
592,the,1257,812,61,24,2,1287.5,824.0,0.0166435506241331,0.0321052631578947,0,a9b67638-f8a4-44db-82ac-638f6c376795
593,United,1342,811,132,25,2,1408.0,823.5,0.0173370319001386,0.0694736842105263,0,d368f60d-144b-446d-ad75-2a5f48a3269c
594,States,1498,814,128,22,2,1562.0,825.0,0.015256588072122,0.0673684210526315,0,dc54be92-b5d8-4550-b38e-1cf26724d1b9
595,Tennis,1652,811,128,25,2,1716.0,823.5,0.0173370319001386,0.0673684210526315,0,c15feaf6-e568-4f4c-bc99-4a834a300ef9
596,Association,0,901,242,25,2,121.0,913.5,0.0173370319001386,0.1273684210526315,0,ed5d8d55-71cd-4bef-9c9f-22cfad99fb6f
597,junior,266,901,127,31,2,329.5,916.5,0.0214979195561719,0.0668421052631579,0,0224e447-6e87-42d6-85b8-ec56691fcd3f
598,tour,421,905,82,21,2,462.0,915.5,0.0145631067961165,0.0431578947368421,0,4fcf8264-5d85-44ae-9056-6e51d0f91154
599,and,530,902,64,24,2,562.0,914.0,0.0166435506241331,0.0336842105263157,0,7a96700e-520b-4b7f-85dc-eedc873571a3
600,was,616,908,64,18,2,648.0,917.0,0.0124826629680998,0.0336842105263157,0,dc2906d6-fa2e-4543-9ee6-da871b4942ee
601,ranked,706,902,130,24,2,771.0,914.0,0.0166435506241331,0.0684210526315789,0,ae548fe8-968b-4fb9-bb59-003699d0f0be
602,No.,858,905,58,21,2,887.0,915.5,0.0145631067961165,0.0305263157894736,0,da12b554-2362-4130-93ca-e317e29c8086
603,1,949,905,16,21,2,957.0,915.5,0.0145631067961165,0.0084210526315789,0,ab0aa4b5-63da-4590-bc68-ff4ab6d235f8
604,among,992,909,108,23,2,1046.0,920.5,0.0159500693481276,0.0568421052631578,0,b105414b-13ea-4eb8-81e3-f40506c366e7
605,under-10,1123,902,172,24,2,1209.0,914.0,0.0166435506241331,0.0905263157894736,0,ee1272b8-f323-4347-98ee-dcb16c439d0a
606,players,1320,902,152,30,2,1396.0,917.0,0.0208044382801664,0.08,0,930eda7b-8a48-40cd-9632-eaf069f0915a
607,in,1500,901,40,25,2,1520.0,913.5,0.0173370319001386,0.0210526315789473,0,684f9da6-d929-4b64-86d3-1f3e0f042d30
608,Florida.,1564,901,166,25,2,1647.0,913.5,0.0173370319001386,0.0873684210526315,0,25b8dc8e-3dc5-4f81-9d90-bf1256659541
609,In,1763,905,41,21,2,1783.5,915.5,0.0145631067961165,0.021578947368421,0,81d12dcc-98a9-4654-8409-87b417670057
610,"1995,",3,995,99,25,2,52.5,1007.5,0.0173370319001386,0.0521052631578947,0,fee811ec-4a32-4b39-88c7-74ace110961d
611,when,132,992,88,24,2,176.0,1004.0,0.0166435506241331,0.0463157894736842,0,58435e00-151d-44f8-ae13-9cb8f0044225
612,Williams,242,991,174,25,2,329.0,1003.5,0.0173370319001386,0.091578947368421,0,a6baf83e-019b-4eac-9dfb-e18feed129f0
613,was,440,998,64,18,2,472.0,1007.0,0.0124826629680998,0.0336842105263157,0,dde6a3ad-d6b7-4d04-981b-e6f64540dd83
614,in,532,991,40,25,2,552.0,1003.5,0.0173370319001386,0.0210526315789473,0,61b7c3bf-3857-4e11-826c-6399e1f87ad0
615,the,597,992,61,24,2,627.5,1004.0,0.0166435506241331,0.0321052631578947,0,d948a275-e247-4df2-9518-cd657b4b4b27
616,ninth,683,991,109,25,2,737.5,1003.5,0.0173370319001386,0.0573684210526315,0,20a291ef-be50-419d-a94c-ed11edbe1477
617,"grade,",816,992,122,30,2,877.0,1007.0,0.0208044382801664,0.0642105263157894,0,8302f010-8e44-4af3-9267-3f065a13d8d2
618,her,969,992,62,24,2,1000.0,1004.0,0.0166435506241331,0.0326315789473684,0,ea794c48-1541-4d71-9139-b9744695433b
619,father,1059,992,126,24,2,1122.0,1004.0,0.0166435506241331,0.0663157894736842,0,b978a29d-1e37-4e2e-ad31-e5a968f821f5
620,pulled,1210,992,132,30,2,1276.0,1007.0,0.0208044382801664,0.0694736842105263,0,52792a25-4ccf-406d-8090-e8b71d7ef781
621,his,1365,991,63,25,2,1396.5,1003.5,0.0173370319001386,0.0331578947368421,0,46e6adfb-bac6-4cd4-b0fc-0f41ab419ed3
622,daughters,1453,992,195,30,2,1550.5,1007.0,0.0208044382801664,0.1026315789473684,0,9e15b5de-ccbc-4b54-94a7-f9c854e68d80
623,out,1674,995,62,21,2,1705.0,1005.5,0.0145631067961165,0.0326315789473684,0,2dcba7f4-326f-4650-b012-a6b2fd1dc1e3
624,of,1762,993,39,23,2,1781.5,1004.5,0.0159500693481276,0.0205263157894736,0,09bc0a09-64aa-4bd0-ac5b-be0460c026f6
625,Macci's,0,1081,152,25,2,76.0,1093.5,0.0173370319001386,0.08,0,bb7c9337-8d25-4acb-b63c-4459d995190c
626,academy,178,1082,151,29,2,253.5,1096.5,0.0201109570041608,0.0794736842105263,0,4c80224e-52f0-4bfb-bc4f-b64d22f10204
627,and,354,1082,64,24,2,386.0,1094.0,0.0166435506241331,0.0336842105263157,0,c848beb9-6750-413e-b891-0d819a6e5f2a
628,took,443,1082,84,24,2,485.0,1094.0,0.0166435506241331,0.0442105263157894,0,aace0c02-e057-4caa-995e-428c24d840c0
629,over,552,1089,83,17,2,593.5,1097.5,0.0117891816920943,0.0436842105263157,0,e734dcb5-dc0e-446e-bace-af783e786c04
630,all,662,1082,61,24,2,692.5,1094.0,0.0166435506241331,0.0321052631578947,0,0f88632c-c8b3-46ce-96a9-deea91e7bc13
631,coaching,750,1081,174,31,2,837.0,1096.5,0.0214979195561719,0.091578947368421,0,c0036a99-006c-4ada-9b66-d757fc88c908
632,at,948,1085,40,21,2,968.0,1095.5,0.0145631067961165,0.0210526315789473,0,6082e9e9-90d3-4d31-b6d8-d001582e5cae
633,their,1015,1081,104,25,2,1067.0,1093.5,0.0173370319001386,0.0547368421052631,0,b57e0b61-29fa-4794-9c02-d84f0778e17d
634,home.,1145,1082,101,24,2,1195.5,1094.0,0.0166435506241331,0.0531578947368421,0,bb3b5937-9cbd-4420-91b8-96f3fd685b23
635,When,1276,1082,88,24,2,1320.0,1094.0,0.0166435506241331,0.0463157894736842,0,d42bc355-fba5-4ca1-9d74-f8adb14b1483
636,asked,1388,1082,108,24,2,1442.0,1094.0,0.0166435506241331,0.0568421052631578,0,18e66dcb-d9ac-4f28-b3d8-37aa7550deae
637,in,1522,1081,40,25,2,1542.0,1093.5,0.0173370319001386,0.0210526315789473,0,240c0237-b3f6-494c-85e9-6f551d1f5fb4
638,2000,1586,1085,83,21,2,1627.5,1095.5,0.0145631067961165,0.0436842105263157,0,5197b63c-c3bd-4c08-b0b1-b153dbfb9502
639,whether,1694,1082,151,24,2,1769.5,1094.0,0.0166435506241331,0.0794736842105263,0,0ec4f67f-7540-4d69-b338-d42e574810d7
640,having,1,1171,131,31,2,66.5,1186.5,0.0214979195561719,0.0689473684210526,0,78ffcd2d-dce9-4101-85aa-8a7972eadbc2
641,followed,157,1172,173,24,2,243.5,1184.0,0.0166435506241331,0.0910526315789473,0,1ece9d25-28c5-4efc-9655-ae2d235cff3c
642,the,355,1172,61,24,2,385.5,1184.0,0.0166435506241331,0.0321052631578947,0,af93a82f-797b-4bd8-bd1f-db014194e36e
643,normal,441,1172,128,24,2,505.0,1184.0,0.0166435506241331,0.0673684210526315,0,6f9059ca-cc8a-4970-9fd9-1ca743953369
644,path,594,1172,88,30,2,638.0,1187.0,0.0208044382801664,0.0463157894736842,0,d23b7a54-6fca-4560-9975-41b03928d74a
645,of,706,1173,39,23,2,725.5,1184.5,0.0159500693481276,0.0205263157894736,0,c6d2f817-aeaa-48ae-866e-585351e9a993
646,playing,770,1171,154,31,2,847.0,1186.5,0.0214979195561719,0.0810526315789473,0,c9844069-c0e6-48b2-9318-ab3879e7e9ef
647,regularly,948,1172,195,30,2,1045.5,1187.0,0.0208044382801664,0.1026315789473684,0,d0649265-e274-4c72-9e4a-ed968d178154
648,on,1168,1179,42,17,2,1189.0,1187.5,0.0117891816920943,0.0221052631578947,0,dc1bcc0e-1a22-42ca-afd1-5a4976d23637
649,the,1235,1172,61,24,2,1265.5,1184.0,0.0166435506241331,0.0321052631578947,0,fb8f7131-e95b-4707-a774-92b9b12a43fd
650,junior,1322,1171,127,31,2,1385.5,1186.5,0.0214979195561719,0.0668421052631579,0,0bd09eee-dae9-4daa-97b7-66c2c05e27a5
651,circuit,1476,1171,150,25,2,1551.0,1183.5,0.0173370319001386,0.0789473684210526,0,2bcf5bba-40bc-4469-b859-86bf553359e1
652,would,1650,1172,110,24,2,1705.0,1184.0,0.0166435506241331,0.0578947368421052,0,9f0b652e-afa4-4c3a-aaa3-005484cb93b6
653,have,1783,1172,85,24,2,1825.5,1184.0,0.0166435506241331,0.0447368421052631,0,13bb40df-36c7-48bd-9b59-eb5123610de4
654,been,0,1262,88,24,2,44.0,1274.0,0.0166435506241331,0.0463157894736842,0,e5e9a589-00f2-434e-9185-2620b5659cbf
655,"beneficial,",110,1261,234,29,2,227.0,1275.5,0.0201109570041608,0.1231578947368421,0,db7d741d-5fb9-4945-9e0f-7768d1a7ef90
656,Williams,374,1261,174,25,2,461.0,1273.5,0.0173370319001386,0.091578947368421,0,b663d5a4-a0d1-4eb0-80db-59c72189be5f
657,responded:,574,1262,210,30,2,679.0,1277.0,0.0208044382801664,0.1105263157894736,0,92cf57c3-0136-4277-a01f-f710347c3318
658,"""Everyone",819,1265,191,26,2,914.5,1278.0,0.0180305131761442,0.1005263157894736,0,1fedf960-cfa3-4aeb-9b24-9de2ed0dc621
659,does,1035,1262,85,24,2,1077.5,1274.0,0.0166435506241331,0.0447368421052631,0,a9269c2b-d1aa-48ee-98e3-713db82cb4fa
660,different,1145,1261,195,25,2,1242.5,1273.5,0.0173370319001386,0.1026315789473684,0,32d23fc0-4175-48a2-ac24-fa4de5e32a5f
661,things.,1367,1261,143,31,2,1438.5,1276.5,0.0214979195561719,0.0752631578947368,0,e9da83d0-6bd0-4385-8b46-00aff194243e
662,I,1543,1265,16,21,2,1551.0,1275.5,0.0145631067961165,0.0084210526315789,0,743d4da7-639d-4a9d-be34-e81f451354d0
663,think,1587,1261,106,25,2,1640.0,1273.5,0.0173370319001386,0.0557894736842105,0,d3a0deac-7470-4c86-a848-610b1428700e
664,for,1719,1263,60,23,2,1749.0,1274.5,0.0159500693481276,0.031578947368421,0,e4fbcaea-8e46-4540-89a7-dc51ca5c232a
665,Venus,0,1355,108,21,2,54.0,1365.5,0.0145631067961165,0.0568421052631578,0,fb4e3b75-34c6-47d2-8d84-05cac6bb9c82
666,and,134,1352,64,24,2,166.0,1364.0,0.0166435506241331,0.0336842105263157,0,1f228056-41fa-4066-8e60-ceb438a19e3b
667,"I,",223,1355,33,25,2,239.5,1367.5,0.0173370319001386,0.0173684210526315,0,edb56a4b-edd0-4b28-8b56-526739c7869e
668,we,286,1359,42,17,2,307.0,1367.5,0.0117891816920943,0.0221052631578947,0,22c6a910-4bb0-4173-bc42-69b0c2840c30
669,just,354,1351,84,31,2,396.0,1366.5,0.0214979195561719,0.0442105263157894,0,4030feac-d869-4d12-83c1-a070469a120b
670,attempted,464,1352,196,30,2,562.0,1367.0,0.0208044382801664,0.1031578947368421,0,1b89fcf5-b48e-4c36-8e0d-c450908bc4e2
671,a,684,1359,19,17,2,693.5,1367.5,0.0117891816920943,0.01,0,6f0ee20b-a798-435c-ac31-65b18d386501
672,different,727,1351,195,25,2,824.5,1363.5,0.0173370319001386,0.1026315789473684,0,e195e738-00c5-47b5-a41f-e473e42194a1
673,"road,",948,1352,100,28,2,998.0,1366.0,0.0194174757281553,0.0526315789473684,0,2cbe1abb-6678-4fbf-b1d4-01fabe35b98d
674,and,1080,1352,64,24,2,1112.0,1364.0,0.0166435506241331,0.0336842105263157,0,f5209ea7-c506-432a-99bf-4a7fa8206a1f
675,it,1170,1351,38,25,2,1189.0,1363.5,0.0173370319001386,0.02,0,a59859bd-108b-4133-b8b5-5818bc580bcc
676,worked,1232,1352,132,24,2,1298.0,1364.0,0.0166435506241331,0.0694736842105263,0,2d686b01-b50d-4748-bd52-2a3972259e10
677,for,1389,1353,60,23,2,1419.0,1364.5,0.0159500693481276,0.031578947368421,0,24d86f92-9f62-4d83-8fc9-fb822656cffa
678,"us.""",1475,1355,82,21,2,1516.0,1365.5,0.0145631067961165,0.0431578947368421,0,1198e33c-4dec-4976-b948-7da292be2f23
679,Williams,66,0,174,25,3,153.0,12.5,0.0173370319001386,0.091578947368421,0,4621a4b1-da3b-47be-8c6e-08567ba3bf6e
680,is,268,0,38,25,3,287.0,12.5,0.0173370319001386,0.02,0,660db3e7-2019-4218-a8f6-f3578accca11
681,primarily,330,0,197,31,3,428.5,15.5,0.0214979195561719,0.1036842105263158,0,78ce359b-41b5-41b1-8fb9-51e12081a8e8
682,a,552,8,19,17,3,561.5,16.5,0.0117891816920943,0.01,0,e57a811a-8b28-4602-a1ac-b0dabed9cd24
683,baseline,594,0,174,25,3,681.0,12.5,0.0173370319001386,0.091578947368421,0,242653b3-1145-4011-9be4-bf14e8bbd8ac
684,player,792,1,129,30,3,856.5,16.0,0.0208044382801664,0.0678947368421052,0,345b4707-9e8e-4e61-8fac-384e52db6d56
685,and,948,1,64,24,3,980.0,13.0,0.0166435506241331,0.0336842105263157,0,136ba153-95c7-455e-9769-7d1fd1f4e4ca
686,her,1035,1,62,24,3,1066.0,13.0,0.0166435506241331,0.0326315789473684,0,39b9d52d-cfaa-425a-b2cf-019f34628e34
687,game,1124,8,84,23,3,1166.0,19.5,0.0159500693481276,0.0442105263157894,0,ad38551c-c9c1-4cd9-ae96-cd309ee54fcf
688,is,1236,0,38,25,3,1255.0,12.5,0.0173370319001386,0.02,0,4c5c26d1-e098-4638-b732-53764edb7d4f
689,built,1298,0,108,25,3,1352.0,12.5,0.0173370319001386,0.0568421052631578,0,b87d1798-0500-4d11-82db-c5fdfa295d2f
690,around,1432,1,130,24,3,1497.0,13.0,0.0166435506241331,0.0684210526315789,0,6aac0874-bbd7-441a-a235-2009c412763d
691,taking,1587,0,129,31,3,1651.5,15.5,0.0214979195561719,0.0678947368421052,0,69d5c67b-406f-464a-b775-7e08afde5988
692,immediate,4,90,192,25,3,100.0,102.5,0.0173370319001386,0.1010526315789473,0,4ec3e135-c94c-4337-9e39-7f5c5bf8d331
693,control,222,91,149,24,3,296.5,103.0,0.0166435506241331,0.0784210526315789,0,cc3d0e3e-ff86-4841-9b6f-e573fe6e75fc
694,of,398,92,39,23,3,417.5,103.5,0.0159500693481276,0.0205263157894736,0,cba4739e-0ee5-4f58-ab30-6ff4b4699fae
695,rallies,464,90,150,25,3,539.0,102.5,0.0173370319001386,0.0789473684210526,0,fa999588-0250-4a9f-ab18-60e5de4aaf6d
696,with,638,90,88,25,3,682.0,102.5,0.0173370319001386,0.0463157894736842,0,18c5b379-a45d-487c-a363-decb7d22f18d
697,her,749,91,62,24,3,780.0,103.0,0.0166435506241331,0.0326315789473684,0,d18c15eb-d4ea-4718-9fb6-5bab3572014f
698,powerful,836,91,173,30,3,922.5,106.0,0.0208044382801664,0.0910526315789473,0,31724911-2150-46ef-80ea-84190f734934
699,and,1036,91,64,24,3,1068.0,103.0,0.0166435506241331,0.0336842105263157,0,4104d768-907e-4939-ae72-f42554998b2a
700,consistent,1124,90,216,25,3,1232.0,102.5,0.0173370319001386,0.1136842105263157,0,46ec0e5d-4927-4d7e-a2a4-c081f35ac18a
701,"serve,",1367,97,121,22,3,1427.5,108.0,0.015256588072122,0.0636842105263157,0,6feb680d-ea95-4932-b25d-faf084e9e42b
702,return,1520,94,130,21,3,1585.0,104.5,0.0145631067961165,0.0684210526315789,0,12212447-4a3a-43f1-aa14-845ea6bc9fc6
703,of,1674,92,39,23,3,1693.5,103.5,0.0159500693481276,0.0205263157894736,0,3baa3f36-e974-4394-98aa-b75ed9a78b47
704,"serve,",1741,97,121,22,3,1801.5,108.0,0.015256588072122,0.0636842105263157,0,b62a6328-847f-4536-883f-82a375077398
705,and,2,181,64,24,3,34.0,193.0,0.0166435506241331,0.0336842105263157,0,6bb5d81a-878b-4934-a56f-7a2acb66596d
706,forceful,91,181,170,24,3,176.0,193.0,0.0166435506241331,0.0894736842105263,0,09030848-af3b-40ff-8b34-7e6cea6f7e88
707,groundstrokes,288,181,282,30,3,429.0,196.0,0.0208044382801664,0.1484210526315789,0,22036126-1554-4ff9-a975-f057a00792c9
708,from,597,182,85,23,3,639.5,193.5,0.0159500693481276,0.0447368421052631,0,a1b1763d-8bb1-402b-bbb9-d72439965b02
709,both,704,181,88,24,3,748.0,193.0,0.0166435506241331,0.0463157894736842,0,7b04e265-53fc-463a-bb82-be4271dc4057
710,her,815,181,62,24,3,846.0,193.0,0.0166435506241331,0.0326315789473684,0,9c7fb166-d23f-4aaf-be18-19141f0ab9f8
711,forehand,905,181,173,24,3,991.5,193.0,0.0166435506241331,0.0910526315789473,0,6f71b8cf-ad35-4fc7-9321-752350a5a62d
712,and,1102,181,64,24,3,1134.0,193.0,0.0166435506241331,0.0336842105263157,0,03a100ea-4fe4-4152-8b0a-4c6625833ca5
713,backhand,1188,181,176,24,3,1276.0,193.0,0.0166435506241331,0.0926315789473684,0,b57de4b7-23c4-476b-9a64-df3ab1548fae
714,swings.,1389,180,143,31,3,1460.5,195.5,0.0214979195561719,0.0752631578947368,0,41f0fe40-2fea-40e5-b67a-146c2ae2ae8a
715,Williams's,1562,180,218,25,3,1671.0,192.5,0.0173370319001386,0.1147368421052631,0,a40fab7d-bcf1-4ae0-8abe-ae3ff7725efa
716,forehand,3,271,173,24,3,89.5,283.0,0.0166435506241331,0.0910526315789473,0,9a622720-bf3b-492c-9c45-6ee61204132b
717,is,202,270,38,25,3,221.0,282.5,0.0173370319001386,0.02,0,6841decd-cd39-4e85-9b86-383c9f9a036c
718,considered,266,270,218,25,3,375.0,282.5,0.0173370319001386,0.1147368421052631,0,627611ab-a868-4527-8060-e779c630b046
719,to,509,274,39,21,3,528.5,284.5,0.0145631067961165,0.0205263157894736,0,49bdb42b-caec-4530-b45a-5d43b73182d1
720,be,572,271,42,24,3,593.0,283.0,0.0166435506241331,0.0221052631578947,0,67c79991-8b62-49a6-b578-e1bf73505ee4
721,among,640,278,108,23,3,694.0,289.5,0.0159500693481276,0.0568421052631578,0,10412360-1490-434f-a041-0aa7da8bc17a
722,the,773,271,61,24,3,803.5,283.0,0.0166435506241331,0.0321052631578947,0,e2aa5ccc-7ce3-4403-8c2b-0746e59c9eb0
723,most,858,274,86,21,3,901.0,284.5,0.0145631067961165,0.0452631578947368,0,42440d4b-feed-4482-846d-cc02a7f1679c
724,powerful,968,271,173,30,3,1054.5,286.0,0.0208044382801664,0.0910526315789473,0,0c9b1c1f-4b06-4da6-aebd-16532fa54671
725,shots,1169,271,105,24,3,1221.5,283.0,0.0166435506241331,0.0552631578947368,0,7ccab9b9-0b22-4163-b86a-6304efc10b08
726,in,1302,270,40,25,3,1322.0,282.5,0.0173370319001386,0.0210526315789473,0,e14d187c-9a5b-4086-8a3a-491fa0e78aec
727,the,1367,271,61,24,3,1397.5,283.0,0.0166435506241331,0.0321052631578947,0,583dcd59-b5c8-4033-8da3-eea147e2af78
728,women's,1452,274,152,21,3,1528.0,284.5,0.0145631067961165,0.08,0,0a703a0b-afc8-4454-a58b-25e5f4ced6d4
729,game,1630,278,84,23,3,1672.0,289.5,0.0159500693481276,0.0442105263157894,0,cd37bc81-d21c-4724-a53a-e0d9b261941f
730,as,1740,277,40,18,3,1760.0,286.0,0.0124826629680998,0.0210526315789473,0,4fb9709a-832a-4c46-b312-eb47f6f684c4
731,is,1808,270,38,25,3,1827.0,282.5,0.0173370319001386,0.02,0,492511fd-4422-475b-8637-fdefe984578f
732,her,1,361,62,24,3,32.0,373.0,0.0166435506241331,0.0326315789473684,0,349260e6-b605-4ecb-bfdb-77716282fc22
733,double-handed,89,361,285,24,3,231.5,373.0,0.0166435506241331,0.15,0,62adec25-07b0-47ec-a30b-d1b955b99879
734,backhand.,396,361,190,24,3,491.0,373.0,0.0166435506241331,0.1,0,2b86bb59-3f35-4cb0-90f9-3ec1a326edc5
735,Williams,616,360,174,25,3,703.0,372.5,0.0173370319001386,0.091578947368421,0,54848817-509e-47f7-a863-19304f42f2f9
736,strikes,817,360,149,25,3,891.5,372.5,0.0173370319001386,0.0784210526315789,0,fdb28aaf-5f9b-4fec-a984-d061ca8e33b7
737,her,991,361,62,24,3,1022.0,373.0,0.0166435506241331,0.0326315789473684,0,3150b60a-b5b7-4667-8826-d1d691163b87
738,backhand,1078,361,176,24,3,1166.0,373.0,0.0166435506241331,0.0926315789473684,0,49836ae5-8d0c-4674-8e76-7097ce4b7799
739,groundstroke,1278,361,260,30,3,1408.0,376.0,0.0208044382801664,0.1368421052631579,0,e269d176-afba-4fb2-8a74-b4c5bb0bb899
740,using,1563,360,109,31,3,1617.5,375.5,0.0214979195561719,0.0573684210526315,0,102f949e-623f-4370-a5b9-2520a914a88d
741,an,1696,368,42,17,3,1717.0,376.5,0.0117891816920943,0.0221052631578947,0,b3beeb5a-d2d3-4a2e-90ab-f7ab6ccbe5ef
742,open,1762,368,86,23,3,1805.0,379.5,0.0159500693481276,0.0452631578947368,0,a147a6f1-46f4-49fe-97dc-84cdf405377e
743,"stance,",3,454,143,25,3,74.5,466.5,0.0173370319001386,0.0752631578947368,0,3253d6d9-0dbc-4d36-b09e-12b5f32306a1
744,and,178,451,64,24,3,210.0,463.0,0.0166435506241331,0.0336842105263157,0,12ce9e94-e173-4055-801f-7746580be8e7
745,uses,265,457,85,18,3,307.5,466.0,0.0124826629680998,0.0447368421052631,0,70568a2b-7383-4651-9358-95e61c0d3be6
746,the,377,451,61,24,3,407.5,463.0,0.0166435506241331,0.0321052631578947,0,a82392b3-d001-4475-a1dd-77627e0276d9
747,same,465,457,83,18,3,506.5,466.0,0.0124826629680998,0.0436842105263157,0,de3b7af0-a833-4f02-a5fc-b8958f4df17f
748,open,574,458,86,23,3,617.0,469.5,0.0159500693481276,0.0452631578947368,0,b629cc42-f8aa-4451-9512-90de547f36de
749,stance,685,454,127,21,3,748.5,464.5,0.0145631067961165,0.0668421052631579,0,83b1028d-14de-4f5c-b9fe-1e587aed47c3
750,for,839,452,60,23,3,869.0,463.5,0.0159500693481276,0.031578947368421,0,1636b6cf-b2cc-4288-acff-cf5b0e56266c
751,her,925,451,62,24,3,956.0,463.0,0.0166435506241331,0.0326315789473684,0,261fe5e1-05c4-46dc-a789-3f9f3c1bedcd
752,forehand.,1015,451,187,24,3,1108.5,463.0,0.0166435506241331,0.0984210526315789,0,05304b11-c70c-4f0b-8024-bce7eeabdab6
753,Williams's,1232,450,218,25,3,1341.0,462.5,0.0173370319001386,0.1147368421052631,0,977bc05d-c440-48b9-ade0-d444b9c3bfe6
754,aggressive,1476,450,216,31,3,1584.0,465.5,0.0214979195561719,0.1136842105263157,0,b6d99c64-cfbb-498e-8eaf-f530f2b3ea55
755,"play,",1716,451,102,30,3,1767.0,466.0,0.0208044382801664,0.0536842105263157,0,d8c4add9-1d77-46f6-bba8-b22afe851bdd
756,a,1850,458,19,17,3,1859.5,466.5,0.0117891816920943,0.01,0,184e34fb-eb8e-4fe5-ba3d-c968836068dc
757,"""high",5,540,105,31,3,57.5,555.5,0.0214979195561719,0.0552631578947368,0,33b7e994-10a1-4a6e-845c-27fa697d80ef
758,"risk""",134,540,103,25,3,185.5,552.5,0.0173370319001386,0.0542105263157894,0,75911975-4642-458d-8c38-06a82be94e6e
759,"style,",267,541,121,29,3,327.5,555.5,0.0201109570041608,0.0636842105263157,0,e56cec7c-afc4-448b-8c2a-21f532a86658
760,is,422,540,38,25,3,441.0,552.5,0.0173370319001386,0.02,0,bbd3c9b1-73c6-414e-abad-33bdd10e1bb0
761,balanced,484,541,176,24,3,572.0,553.0,0.0166435506241331,0.0926315789473684,0,7e0ba28b-744f-4180-9e96-e332f9a33e69
762,in,686,540,40,25,3,706.0,552.5,0.0173370319001386,0.0210526315789473,0,5cd2f5c2-e408-40a9-a90f-2900a16b937e
763,part,748,544,86,27,3,791.0,557.5,0.0187239944521497,0.0452631578947368,0,10a6328b-ba1d-4afe-8573-23c90e9065e1
764,by,858,541,43,29,3,879.5,555.5,0.0201109570041608,0.0226315789473684,0,cacf0b6f-dcea-492e-a12a-8403fba8a912
765,her,925,541,62,24,3,956.0,553.0,0.0166435506241331,0.0326315789473684,0,cc62d4af-1cde-4c83-8661-061b00d48218
766,"serve,",1015,547,121,22,3,1075.5,558.0,0.015256588072122,0.0636842105263157,0,1b2ffdae-cd30-4a34-9314-81c55540a0c2
767,which,1166,540,110,25,3,1221.0,552.5,0.0173370319001386,0.0578947368421052,0,1130b89c-9e22-4cb8-9809-3873d20721ec
768,some,1301,547,83,18,3,1342.5,556.0,0.0124826629680998,0.0436842105263157,0,63954861-d52b-4dcf-a45e-5fbd71e1c4bb
769,say,1411,547,62,23,3,1442.0,558.5,0.0159500693481276,0.0326315789473684,0,6f69efe1-ce82-495b-abd5-b777d1c1b674
770,is,1500,540,38,25,3,1519.0,552.5,0.0173370319001386,0.02,0,52a7e6ac-2c4b-4311-b566-bde60004d363
771,the,1565,541,61,24,3,1595.5,553.0,0.0166435506241331,0.0321052631578947,0,0a64da2e-abe0-4d6a-ad06-6afba0066046
772,greatest,1652,544,172,27,3,1738.0,557.5,0.0187239944521497,0.0905263157894736,0,e8644bd0-4191-4e11-9c11-f30ade3faa82
773,in,1852,540,40,25,3,1872.0,552.5,0.0173370319001386,0.0210526315789473,0,bb4e1754-5888-455c-a44a-3d4ddb59216b
774,women's,0,634,152,21,3,76.0,644.5,0.0145631067961165,0.08,0,267fb34b-c243-46e3-ace8-3d1883d88046
775,tennis,179,630,127,25,3,242.5,642.5,0.0173370319001386,0.0668421052631579,0,1b6849f8-c68b-4886-af83-3000ef56fe20
776,history.,331,630,167,30,3,414.5,645.0,0.0208044382801664,0.0878947368421052,0,a4fc4474-e6bd-40be-9797-357e20d3bbef
777,She,530,631,62,24,3,561.0,643.0,0.0166435506241331,0.0326315789473684,0,d3a53177-abf3-40fc-a75a-d1f9870d312c
778,consistently,618,630,261,30,3,748.5,645.0,0.0208044382801664,0.1373684210526315,0,eba832d1-ade7-4b56-9615-7039f574cb8b
779,projects,902,630,174,31,3,989.0,645.5,0.0214979195561719,0.091578947368421,0,f9a16291-07cd-4154-810d-a3cbd96a02c2
780,great,1102,634,106,27,3,1155.0,647.5,0.0187239944521497,0.0557894736842105,0,4bc0705d-3cf8-48ba-a828-f10405b5cef3
781,pace,1232,638,86,23,3,1275.0,649.5,0.0159500693481276,0.0452631578947368,0,f5d9ae23-09b3-4b12-9824-fc62304781a4
782,and,1344,631,64,24,3,1376.0,643.0,0.0166435506241331,0.0336842105263157,0,15182f9b-c06b-4849-8f39-84fad36b0439
783,placement,1430,631,196,30,3,1528.0,646.0,0.0208044382801664,0.1031578947368421,0,6c6f65f2-ba0c-450e-ae58-4b2478266f1d
784,with,1650,630,88,25,3,1694.0,642.5,0.0173370319001386,0.0463157894736842,0,0eaeb5ec-abf6-40d8-bc30-70ae1b20d83d
785,her,1761,631,62,24,3,1792.0,643.0,0.0166435506241331,0.0326315789473684,0,010a3aa2-2697-493b-a77f-b350cac28338
786,serves,3,728,127,18,3,66.5,737.0,0.0124826629680998,0.0668421052631579,0,d54caa5a-74a2-4712-bd8b-d0f5de48f4c8
787,and,156,722,64,24,3,188.0,734.0,0.0166435506241331,0.0336842105263157,0,dc84f274-fb64-46da-8af9-c084418cbe3b
